0.000589,-0.000241,0.00029,0.001621,0.001695,-0.000708,0.00397,0.00075,0.001221,0.002482,-0.000789,-0.000553,0.000757,-0.001245,-0.00049,-0.000107,0.000526,-0.001211,-0.000774,0.002429,-0.001011,0.000663,0.001543,0.00164,-0.000552,0.000246,0.001043,0.00044,0.001868,0.001128,-1.4e-05,0.000495,0.000639,0.000168,0.001276,0.000246,0.001593,0.000405,0.002306,0.003417,0.002449,0.004481,0.003871,0.004375,0.002232,0.003088,0.003631,0.00224,0.001863,0.001945,0.000498,0.000808,-0.003502,0.000641,0.000658,0.003186,-0.001452,0.00271,0.000886,0.003188,0.003417,0.002736,0.001347,0.002309,0.001285,0.001621,0.001743,0.000761,0.002946,0.001912,0.003031,-0.001149,0.003198,0.002302,0.003333,0.002246,-0.001829,0.002246,0.002398,0.0016,5e-06,0.000221,-0.000384,-0.000335,0.001323,0.000564,4.9e-05,0.000143,-0.00082,-0.001997,0.000718,0.000671,0.000949,0.000416,0.001867,-0.000446,0.000422,-0.000153,6.4e-05,0.000426
0.000644,0.001432,0.003332,0.001572,0.000232,-4.4e-05,0.000809,0.001187,0.001091,0.001034,-0.000412,-0.000561,-0.000625,0.00034,-0.001916,-0.000166,0.000414,-8.6e-05,-0.00026,0.001681,-0.000701,0.00122,0.000659,0.002227,-5.8e-05,0.000926,0.000132,0.000454,0.002067,0.004182,-0.00114,0.002587,-0.00043,0.000199,0.000606,-0.000403,-0.000536,0.001955,0.001487,0.002114,0.002729,0.003577,0.004128,0.004981,0.005314,0.002761,0.001789,0.001318,0.002083,0.000194,0.001659,0.002106,0.001808,0.000789,-0.000544,0.000137,-0.000882,0.001992,0.002966,0.003893,0.003817,0.004148,0.002503,0.002495,0.001677,0.001419,0.001457,0.001631,0.002307,0.001565,0.004652,0.002666,0.003287,0.00145,0.002289,0.00214,0.003998,0.002378,0.003471,-0.00369,-0.000572,0.001326,0.00122,0.00041,-0.002563,0.000135,-0.000302,0.000988,-0.001358,7.2e-05,0.000142,-0.000724,0.000489,-0.000185,0.001221,0.000221,0.000489,0.001661,0.00176,-0.000341
0.000799,0.001881,0.002838,0.001323,0.000293,8.9e-05,0.000696,0.001023,0.002209,-0.000881,-0.000583,0.000317,-0.001225,0.000591,-0.001956,-0.000638,4.3e-05,0.000633,-0.000514,0.000424,0.003188,0.0014,-0.000486,0.000367,-0.000384,0.000622,-0.000224,-0.000298,0.000277,0.000614,-0.000629,0.001439,-0.001073,-0.00019,-0.001518,0.001137,-0.001208,0.001638,0.001467,0.001357,0.002661,0.004311,0.004523,0.004088,0.007207,0.002869,0.002049,0.002291,0.002089,-0.000108,0.000432,0.001215,0.000149,0.001553,0.001606,0.001521,-0.002282,0.000898,0.002699,0.003839,0.003996,0.001792,0.001173,0.002433,0.002086,0.001435,0.00211,0.003209,-0.000349,0.001812,0.002503,0.006926,0.003418,0.001298,0.00168,0.002353,0.000925,0.003419,0.001962,0.0003,-0.000938,0.000769,0.003761,0.001078,-0.000116,-0.003797,-0.001249,0.000829,0.002798,0.001061,0.000175,0.001433,-0.000241,-0.001026,0.00241,0.001386,0.004472,-0.001577,0.001824,-0.002179
0.000632,0.002166,-0.001135,0.00156,-0.000212,0.000879,0.001093,0.002055,0.001807,0.004454,-0.000216,-0.000131,9.4e-05,0.000371,-0.001476,-0.000857,-0.000228,-0.000162,-0.000774,-0.000322,0.000122,-0.000186,-0.002066,0.000894,0.001202,0.001382,-0.000762,-0.000858,0.000585,0.007043,-0.00033,0.001025,-0.00059,-0.000241,0.000931,0.001512,-0.001503,0.00087,0.000893,0.000918,0.001543,0.002606,0.004435,0.004447,0.00554,0.002276,0.002195,0.002177,0.002122,0.000193,0.000275,0.000911,0.002577,0.000706,0.001781,0.001283,0.000192,0.000415,0.004271,0.003461,0.003332,0.002016,-0.000101,0.002917,0.002618,0.002435,0.001725,-8e-05,0.002843,0.002054,0.001143,0.009249,0.002655,0.001662,0.001999,0.002387,0.001981,0.003265,0.00272,0.005671,3e-05,-0.000482,0.001044,0.000929,0.000901,0.000113,-0.000726,-0.000778,-0.000261,0.00059,0.00061,0.000476,0.000618,0.000575,0.000846,0.001463,0.00127,0.001281,0.000483,0.003154
0.000384,0.001943,-0.001612,-0.000657,-0.000397,0.00281,-0.001941,0.00241,0.000715,-0.002908,0.001189,0.000666,0.000284,0.000254,-0.001041,-0.001374,-0.000488,0.000364,0.00024,-0.001332,7e-06,0.000151,0.000348,4.5e-05,0.001279,0.001383,-0.000386,-0.000815,0.000657,0.006298,-0.000188,0.00041,0.000824,0.000116,0.000778,0.00041,-0.001112,0.000699,0.001036,-0.001088,0.001574,0.001314,0.003537,0.002702,0.002258,0.002335,0.000389,0.001373,0.00192,4.5e-05,0.000746,-0.000465,0.00308,0.000327,-0.000746,0.000352,0.000812,0.000123,0.002341,0.003299,0.002548,0.00366,0.002469,0.002123,0.002056,0.002555,0.001817,0.002081,0.002021,0.001523,0.001984,0.005242,0.002149,0.002491,0.001377,0.003031,0.003984,0.00362,0.005459,0.001676,0.001664,-0.000362,0.001054,0.001649,0.002574,0.000947,-0.000347,0.000203,0.000995,0.002936,-0.001082,-0.001208,0.000664,0.000222,-0.000234,0.002347,0.001675,0.000935,0.001448,0.002029
0.000302,0.000318,-0.002841,-0.002457,0.00052,0.000986,-0.00054,0.001249,0.000907,0.001704,0.001097,7.4e-05,0.000128,-0.000474,-0.00041,-0.003085,-0.000634,0.000552,0.000376,-0.001673,0.000287,0.000219,0.002404,-0.003057,0.000421,0.000752,-6.3e-05,-0.001141,-0.000505,0.002941,0.00113,3.3e-05,0.000231,1.7e-05,-0.001411,0.001882,-0.00065,0.001327,0.000941,0.000712,0.000418,0.003119,0.003195,0.001775,0.003647,0.002977,0.001653,0.00281,0.001301,0.002885,-2.5e-05,0.000126,-2.4e-05,0.000921,0.000441,9.4e-05,0.002245,0.000637,0.002676,0.003011,0.002255,0.002204,0.00416,0.002342,0.002279,0.003496,0.002619,0.002265,0.000881,0.001382,0.000585,0.004487,0.001866,0.002334,0.001961,0.002565,0.002757,0.003111,0.002264,0.005461,0.001982,-5e-06,-0.000654,0.000523,0.002196,-0.003186,-0.000383,-0.000664,0.003542,0.001531,2.3e-05,0.001389,0.000385,0.000511,0.001537,0.000787,0.002367,-9.3e-05,0.00087,-0.001411
0.001124,-3.6e-05,-0.005375,-0.000949,0.000733,0.000383,0.000712,0.000919,0.000656,0.002804,0.00065,0.00103,0.000947,-0.000482,0.000691,-0.000366,-0.000916,-0.000399,0.001123,0.001373,-0.003462,-8.2e-05,-0.002142,0.00126,0.001364,0.001004,-0.000731,-0.000676,0.000626,0.003675,0.002304,0.00018,0.000125,0.000681,-0.000287,0.001584,0.000759,-0.000588,0.000584,0.001235,-0.000156,0.002815,0.002532,0.002238,0.003169,0.003477,0.002661,0.003202,0.002036,0.002642,0.000706,0.00124,0.002044,0.000707,2.4e-05,0.000682,0.008765,0.001088,-0.002705,0.002046,0.001892,0.003774,0.001695,0.001024,0.002961,0.003802,0.002244,0.000826,0.002754,0.001171,0.000179,0.001947,0.001423,0.002484,0.0029,0.002244,0.003817,0.001861,-7.5e-05,0.006733,0.002072,-0.000583,-0.005105,0.000587,0.000832,0.002444,1.4e-05,-0.001457,-0.001639,-0.000926,-0.000572,0.00012,0.00088,0.001744,-0.001239,-0.000323,-0.001625,0.002036,-6.8e-05,0.004786
-0.000175,-0.000848,-0.001965,-0.000861,0.00051,0.002029,-0.000134,0.000752,-0.000416,0.003808,0.002843,0.001725,0.000659,-0.000206,-0.000592,0.000719,-0.002018,-1e-05,-0.000123,-0.000482,-0.002731,-0.00019,0.001895,0.001342,0.000459,0.001616,-5.4e-05,0.000141,0.000508,-0.005914,0.002382,0.000798,-2.9e-05,0.001498,-0.000457,0.000669,9.9e-05,0.000567,0.000339,0.001134,0.000894,0.000494,0.001394,0.002018,0.003012,0.00407,0.003415,0.002415,0.002284,0.00303,0.001854,0.000998,0.001264,-0.000746,-0.000383,-0.00213,0.006086,0.001328,0.0046,0.001638,0.002214,0.00405,0.003874,0.002222,0.001143,0.002457,0.002065,0.002794,0.001009,0.001792,0.001272,-0.003476,0.001521,0.004129,0.002686,0.003232,0.003767,0.00213,0.003635,-0.002854,0.001731,0.001494,0.000993,-0.0002,0.001504,0.003031,1.7e-05,0.000173,-0.00053,0.000408,-0.000529,-0.000721,0.001173,0.002217,-0.000657,0.002019,2.1e-05,0.002338,0.001322,0.001684
-0.000445,-0.001849,0.000859,-0.001251,0.000259,-0.000414,0.000706,0.000594,-0.00056,0.004768,0.001961,0.001513,0.000194,-0.000596,-0.001395,-0.000188,-0.001518,-0.000764,-0.000972,0.000156,0.000581,-0.001374,0.001678,-0.000966,0.000327,0.000777,0.000393,-0.00016,-0.000262,-0.008547,0.002143,0.000188,-0.000253,-9.1e-05,-0.000242,-0.000365,0.001233,0.000495,8.8e-05,0.000913,0.00227,0.001197,0.00144,0.001702,0.0027,0.00322,0.004491,0.002574,0.002861,0.004101,0.001694,0.001563,-0.000905,-0.000727,0.001342,-0.000707,-0.002657,0.001241,-0.000228,0.001465,0.002203,0.001696,0.004904,0.001646,0.001949,0.002272,0.002015,0.001991,0.00073,0.001673,-5e-05,-0.002326,0.001843,0.002548,0.003092,0.003541,0.001817,0.001293,0.002397,0.003874,0.001444,0.00221,0.000867,-0.000877,-7.9e-05,-0.001253,-0.001168,0.000522,0.001433,-0.00144,-0.000278,0.000945,0.000314,0.001661,0.002334,-2.4e-05,0.001862,0.000608,0.002266,0.001013
-0.001518,-0.002617,-0.00088,-0.000379,0.000521,-0.00089,0.001808,-0.000118,0.000107,-0.003792,0.001608,0.001165,-0.000122,-0.000362,-0.001348,-0.000551,-0.000516,-0.002286,-0.001646,0,-0.001296,-0.001709,-8.6e-05,0.003214,0.000695,0.000114,0.000131,0.000399,0.001423,0.000957,0.001473,0.000827,0.00049,-0.000262,0.001316,-0.001768,-0.000595,-0.001161,0.000147,-1.8e-05,0.000749,0.000243,0.001055,0.002581,0.000207,0.003171,0.003865,0.002913,0.003148,0.002689,0.00212,0.001967,-0.00108,-0.000417,-0.000685,-8.6e-05,-0.001553,0.001,-0.00067,0.001225,0.001583,0.003064,0.002774,0.001677,0.003631,0.00174,0.000943,0.000283,0.001744,0.00126,0.004115,0.000228,0.001032,0.001421,0.003415,0.002924,0.000232,0.001733,0.000548,0.002935,0.002072,0.002513,-0.000942,-0.000674,-0.001897,0.003201,3.7e-05,-0.000806,-0.002596,-0.001599,-0.000935,0.001129,0.000932,0.001132,-0.000473,0.000873,-0.001284,0.003481,0.003595,0.001938
